artist_name	gender	event_id	date	venue_namevenue_id	city	country
are:age	Male	496147	2013-07-06T00:00			
are:age	Male	504394	2013-08-03T00:00			
are:age	Male	516851	2013-09-06T00:00			
are:age	Male	523329	2013-10-04T00:00			
are:age	Male	522773	2013-10-25T00:00			
are:age	Male	540239	2013-12-07T00:00			
are:age	Male	543038	2013-12-21T00:00			
are:age	Male	327648	2012-02-04T00:00			
are:age	Male	358915	2012-04-28T00:00			
are:age	Male	370990	2012-06-09T00:00			
are:age	Male	375924	2012-06-15T00:00			
are:age	Male	428050	2012-12-08T00:00			
are:age	Male	295093	2011-10-01T00:00			
are:age	Male	311397	2011-12-03T00:00			
are:age	Male	161514	2010-05-14T00:00			
are:age	Male	188622	2010-09-04T00:00			
are:age	Male	194541	2010-10-29T00:00			
are:age	Male	211747	2010-12-04T00:00			
are:age	Male	219365	2010-12-30T00:00			
arias	Male	213105	2010-12-10T00:00			
arias	Male	81691	2009-01-30T00:00			
arias	Male	87858	2009-03-07T00:00			
arias	Male	87023	2009-03-14T00:00			
arias	Male	88944	2009-03-20T00:00			
arias	Male	88174	2009-03-25T00:00			
arias	Male	88175	2009-03-27T00:00			
arias	Male	106210	2009-07-31T00:00			
arias	Male	47647	2008-04-04T00:00			
arias	Male	48487	2008-04-18T00:00			
arias	Male	55379	2008-06-06T00:00			
arias	Male	71055	2008-11-01T00:00			
arias	Male	36133	2007-11-09T00:00			
astvaldur	Male	942042	2017-03-16T00:00			
astvaldur	Male	1004037	2017-09-23T00:00			
astvaldur	Male	1048570	2017-12-31T00:00			
astvaldur	Male	874634	2016-09-17T00:00			
arpxp	Male	978248	2017-06-10T00:00			
arpxp	Male	983134	2017-07-06T00:00			
arpxp	Male	993998	2017-07-21T00:00			
arpxp	Male	811154	2016-03-27T00:00			
arpxp	Male	815801	2016-04-15T00:00			
arpxp	Male	841723	2016-07-01T00:00			
arpxp	Male	621383	2014-08-02T00:00			
arpxp	Male	451449	2013-03-07T00:00			
arpxp	Male	522759	2013-10-12T00:00			
arpxp	Male	530933	2013-11-16T00:00			
arpxp	Male	331245	2012-02-11T00:00			
arpxp	Male	331274	2012-02-25T00:00			
arpxp	Male	324475	2012-06-26T00:00			
arpxp	Male	364815	2012-06-27T00:00			
arpxp	Male	386920	2012-07-26T00:00			
arpxp	Male	386886	2012-07-26T00:00			
arpxp	Male	245089	2011-06-23T00:00			
arpxp	Male	245119	2011-06-24T00:00			
arpxp	Male	309878	2011-11-12T00:00			
arpxp	Male	159338	2010-06-08T00:00			
arpxp	Male	163455	2010-06-08T00:00			
arpxp	Male	78076	2009-01-09T00:00			
arpxp	Male	89727	2009-04-25T00:00			
bvdub	Male	937987	2017-02-18T00:00			
bvdub	Male	977631	2017-06-23T00:00			
bvdub	Male	1001046	2017-11-23T00:00			
bvdub	Male	1033530	2017-12-08T00:00			
bvdub	Male	786962	2016-01-28T00:00			
bvdub	Male	707086	2015-05-02T00:00			
bvdub	Male	551702	2014-01-23T00:00			
bvdub	Male	625716	2014-09-19T00:00			
bvdub	Male	438945	2013-02-14T00:00			
bvdub	Male	444384	2013-02-16T00:00			
bvdub	Male	500014	2013-09-21T00:00			
bvdub	Male	373114	2012-09-26T00:00			
bvdub	Male	395589	2012-09-26T00:00			
bvdub	Male	142171	2010-02-07T00:00			
bvdub	Male	169333	2010-06-05T00:00			
bvdub	Male	86139	2009-03-07T00:00			
bu go	Male	937883	2017-03-03T00:00			
bu go	Male	965947	2017-05-19T00:00			
bu go	Male	945719	2017-05-26T00:00			
bu go	Male	970830	2017-06-10T00:00			
bu go	Male	979644	2017-06-24T00:00			
bu go	Male	846612	2016-07-09T00:00			
buraq	Male	938237	2017-03-10T00:00			
buraq	Male	1028048	2017-11-17T00:00			
buraq	Male	788571	2016-01-09T00:00			
buraq	Male	797158	2016-02-27T00:00			
buraq	Male	813252	2016-03-18T00:00			
buraq	Male	834073	2016-05-07T00:00			
buraq	Male	872788	2016-09-03T00:00			
buraq	Male	711860	2015-05-09T00:00			
buraq	Male	761447	2015-10-31T00:00			
buraq	Male	558908	2014-02-15T00:00			
buraq	Male	559109	2014-03-01T00:00			
buraq	Male	593972	2014-05-16T00:00			
buraq	Male	439279	2013-01-19T00:00			
buraq	Male	439005	2013-02-07T00:00			
buraq	Male	483412	2013-06-01T00:00			
buraq	Male	506754	2013-09-20T00:00			
buraq	Male	344807	2012-03-09T00:00			
buraq	Male	371773	2012-05-25T00:00			
buraq	Male	372539	2012-06-02T00:00			
buraq	Male	370040	2012-06-08T00:00			
buraq	Male	398051	2012-09-07T00:00			
buraq	Male	403265	2012-09-29T00:00			
buraq	Male	428733	2012-12-01T00:00			
buraq	Male	426065	2012-12-08T00:00			
buraq	Male	260639	2011-05-28T00:00			
buraq	Male	277493	2011-07-29T00:00			
buraq	Male	312090	2011-11-25T00:00			
buraq	Male	175973	2010-08-28T00:00			
buraq	Male	131416	2009-06-06T00:00			
ceo	Male	586038	2014-05-09T00:00			
cerveau	Male	1122820	2018-06-22T00:00			
cerveau	Male	1003317	2017-09-21T00:00			
cerveau	Male	987455	2017-07-21T00:00			
ex-terrestrial	Male	1025144	2017-10-27T00:00			
ex-terrestrial	Male	1030124	2017-11-10T00:00			
ex-terrestrial	Male	1038050	2017-11-19T00:00			
ex-terrestrial	Male	1032314	2017-11-24T00:00			
ex-terrestrial	Male	874126	2016-09-17T00:00			
gianluca viscovo	Male	964693	2017-05-07T00:00			
gianluca viscovo	Male	840541	2016-05-22T00:00			
gianluca viscovo	Male	861154	2016-07-24T00:00			
gianluca viscovo	Male	898740	2016-11-04T00:00			
gianluca viscovo	Male	240998	2011-03-19T00:00			
gianluca viscovo	Male	321925	2011-12-25T00:00			
gianluca viscovo	Male	199325	2010-10-23T00:00			
hidetaka	Male	865156	2016-09-10T00:00			
hidetaka	Male	477789	2013-05-04T00:00			
hidetaka	Male	488618	2013-06-29T00:00			
hidetaka	Male	511141	2013-08-24T00:00			
hidetaka	Male	521380	2013-10-05T00:00			
hidetaka	Male	547059	2013-12-31T00:00			
hidetaka	Male	332963	2012-02-26T00:00			
hidetaka	Male	362468	2012-05-13T00:00			
hidetaka	Male	368765	2012-06-10T00:00			
hidetaka	Male	397342	2012-09-08T00:00			
hidetaka	Male	218673	2011-01-08T00:00			
hidetaka	Male	218183	2011-02-10T00:00			
hidetaka	Male	287887	2011-09-25T00:00			
hidetaka	Male	298034	2011-10-09T00:00			
hidetaka	Male	305709	2011-12-11T00:00			
hidetaka	Male	299708	2011-12-18T00:00			
hidetaka	Male	147465	2010-03-05T00:00			
hidetaka	Male	147477	2010-04-03T00:00			
hidetaka	Male	199361	2010-10-15T00:00			
hidetaka	Male	203738	2010-11-27T00:00			
hidetaka	Male	218649	2010-12-27T00:00			
hidetaka	Male	129151	2009-12-19T00:00			
hidetaka	Male	129155	2009-12-30T00:00			
hidetaka	Male	134456	2009-12-31T00:00			
kane michael	Male	962541	2017-05-03T00:00			
kane michael	Male	993593	2017-08-19T00:00			
kane michael	Male	828741	2016-05-07T00:00			
kane michael	Male	692823	2015-04-18T00:00			
